gene,spearman_r,pval
NDUFB2,0.11853778277569377,1.1528640361944096e-101
SERPINB7,0.11818914062032602,4.484130601086714e-101
BCL2,0.11815259248011703,5.1690938985120306e-101
UBXN4,0.11801867387099076,8.698796940101758e-101
TMEM50A,0.11782775659308638,1.8249868002593175e-100
TECR,0.11763298437567626,3.8815781121885837e-100
COPS9,0.11701627595559036,4.198557246336782e-99
ARF5,0.11634557820744648,5.51324294444743e-98
CHMP2A,0.11553101950610482,1.2323760491095477e-96
PSAP,0.115338406725514,2.5609070184569024e-96
BSG,0.11524174782798814,3.6948450735586694e-96
HSBP1,0.11493440931147064,1.1827493179620414e-95
MAFB,0.11465722234362426,3.368480140623063e-95
ANAPC11,0.1144862677920941,6.415230438249638e-95
SLC25A5,0.11417052764710627,2.102907124030559e-94
B3GALT5-AS1,0.11368519492289371,1.2958003303323892e-93
NDUFV2,0.11352036582962129,2.3986175518415395e-93
TOMM7,0.11295453282675556,1.9722769284015975e-92
WDR83OS,0.1129388172001531,2.090811836829379e-92
TRIAP1,0.11283833106438974,3.035984688351509e-92
TRIR,0.11216310000785024,3.6894435280718535e-91
REEP5,0.11210119223163911,4.635261390671076e-91
LGR6,0.11189229309494808,1.0002447074246848e-90
PRR4,0.11134839519493053,7.35906378781812e-90
RUNX3,0.11133954665655338,7.6012906166556315e-90
BCL11B,0.11033579199546682,2.9441357967454424e-88
GRAMD1B,0.1094786020316035,6.509324379716086e-87
SNU13,0.10941345040745691,8.2280116669183e-87
CCNI,0.10929855667284881,1.2433535514888014e-86
SLC25A3,0.10904369031688604,3.102031913455364e-86
LAMTOR5,0.10896230902067602,4.151736133152383e-86
CRISP3,0.10883080207329897,6.64625501662499e-86
ADRA2A,0.10881384220781187,7.061751869767465e-86
PHYHIP,0.10876592628650779,8.380968151715155e-86
ROMO1,0.10864598224434341,1.286298079140479e-85
SF3B6,0.10847916742451634,2.332080409026076e-85
MT-ND5,0.10698365564183772,4.6374799829593145e-83
AZGP1,0.10689694636530639,6.288604184651003e-83
HSPE1,0.10595745993547827,1.6776967551150317e-81
MAP7-AS1,0.10581139748086703,2.7879741253465214e-81
CYP3A5,0.1055359844561355,7.250366508411846e-81
PRDX3,0.10504321538904635,3.983459335777119e-80
SFN,0.10407035639718329,1.1237953361155751e-78
